@relation Malaria progression
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute class {1,2,3,4,5}
@data 
2653.24,0.580324,0.277678,0.145098,0.996078,34.0549,0.156935,0.00593013,0.145098,0.172549,31.9707,4572,0.685832,0.981116,0.694833,1,261.321,0.834931,90.0129,65.5078,16.5266,0.0643469,0.632447,0.950425,6.37868,0.750596,9.56187,24.8823,2.61679,3.04922,0.360921,0.861188,-0.504218,0.933811,0.509446,0.609908,0.0507456,1.4115,0.885673,6.20941,0.62561,9.78916,23.2752,2.63809,3.31511,0.67408,1.14736,-0.374111,0.884758,0.190333,0.285508,1
1364.19,0.434456,0.195625,0.145098,0.945098,27.651,0.155343,0.00529141,0.145098,0.168627,36.4163,3140,0.450526,0.985562,0.767351,1,208.652,0.897723,66.9667,59.7854,-65.1288,0.0812661,0.581237,0.916489,3.48,0.755472,7.1346,13.3388,2.4447,2.87907,0.326799,0.823482,-0.463352,0.907648,0.65786,0.393666,0.0601285,1.35575,0.797722,3.33781,0.629064,7.36001,12.0483,2.46811,3.19453,0.643099,1.12267,-0.30104,0.82329,0.96965,1.78762,1
1475.64,0.372543,0.144941,0.145098,0.666667,30.9647,0.154824,0.00492541,0.145098,0.168627,47.8657,3961,0.25533,0.985078,0.764229,1,234.794,0.895261,72.3166,69.9196,35.3594,0.0531112,0.681163,0.926968,4.66276,0.761873,8.34232,17.9727,2.64997,3.14914,0.420649,0.900916,-0.467657,0.923967,0.113225,0.386977,0.0402189,1.50055,0.835754,4.55776,0.662719,8.54382,16.7711,2.66693,3.43291,0.844392,1.19035,-0.329916,0.861651,0.864345,0.463103,1
1016.3,0.288148,0.0696226,0.145098,0.427451,29.9373,0.155923,0.00492279,0.145098,0.168627,48.9723,3527,0.544065,0.983273,0.777557,1,222.652,0.886075,73.2825,61.4872,-67.5546,0.0686568,0.866506,0.877442,3.54584,0.699758,9.5823,13.2731,2.56548,3.07811,0.450712,0.967026,-0.418396,0.896547,0.388271,0.294855,0.057027,1.82292,0.729977,3.38435,0.587628,9.8084,11.6789,2.53559,3.30021,0.842392,1.24951,-0.28048,0.812154,0.663486,0.746752,1
2002.71,0.315984,0.0735086,0.145098,0.478431,39.8196,0.155545,0.00506337,0.145098,0.172549,67.5474,6338,0.626462,0.990622,0.761779,1,300.735,0.874804,101.984,79.4919,79.9707,0.0930818,0.765184,0.853028,2.60262,0.741669,9.51195,9.64747,2.41483,2.87112,0.453729,0.938251,-0.406169,0.876666,0.356605,0.0736893,0.0749102,1.49605,0.694471,2.43582,0.644845,9.68752,8.29631,2.40327,3.06333,0.79423,1.17654,-0.26748,0.782592,0.666399,0.171821,1
886.239,0.245021,0.0477554,0.145098,0.352941,29.9961,0.157048,0.00491598,0.145098,0.168627,55.5272,3617,0.553589,0.989333,0.753542,1,225.38,0.886918,74.5353,62.0723,-69.6516,0.0595785,0.777188,0.871985,3.05764,0.713263,9.07486,11.3613,2.5682,3.10199,0.408221,0.926842,-0.395619,0.885338,0.373961,0.134542,0.044701,1.52481,0.742326,3.00456,0.5995,9.25424,10.3024,2.53401,3.35975,0.675797,1.16341,-0.249181,0.785384,1.67901,0.22101,1
749.796,0.354681,0.152875,0.145098,0.866667,22.5412,0.156536,0.00591199,0.145098,0.168627,34.9951,2114,0.426499,0.985089,0.767611,1,169.681,0.911892,54.5811,49.3679,-33.2721,0.0771612,0.714941,0.869596,2.74125,0.730576,5.97144,10.2501,2.39593,2.88049,0.392229,0.897643,-0.389097,0.866775,0.544388,0.896077,0.0555317,1.54707,0.715501,2.68911,0.592598,6.15492,9.32511,2.38948,3.17864,0.67502,1.14668,-0.233806,0.754437,5.0657,4.38309,1
938.204,0.227168,0.0405502,0.145098,0.32549,33.098,0.156123,0.00467958,0.145098,0.168627,58.0859,4130,0.525222,0.982865,0.786068,1,243.48,0.868305,78.8346,67.0855,50.2115,0.0603621,0.635875,0.895541,3.05426,0.740711,8.5412,11.5375,2.56868,3.04394,0.346295,0.851851,-0.418713,0.894953,0.0815754,0.110378,0.0449136,1.2193,0.796728,3.01815,0.632775,8.68713,10.7748,2.53509,3.31554,0.554653,1.07945,-0.273427,0.806841,0.350294,0.552205,1
883.855,0.215102,0.0317114,0.141176,0.34902,33.8745,0.155388,0.00460446,0.141176,0.168627,56.0095,4109,0.678302,0.971854,0.69786,1,255.279,0.786175,85.3654,62.7251,-5.59234,0.147018,0.518509,0.824574,1.45399,0.781797,6.94332,5.38816,2.05388,2.41897,0.315929,0.797142,-0.360928,0.810528,0.110113,0.0345716,0.124094,0.942465,0.676439,1.40781,0.701689,7.02798,4.8728,2.03159,2.59996,0.514406,1.01246,-0.219362,0.690357,0.38693,0.434367,1
1086.33,0.388392,0.209201,0.145098,0.85098,25.9216,0.153382,0.00378937,0.145098,0.164706,39.1109,2797,0.214029,0.984859,0.790113,1,195.924,0.90637,60.5126,59.1103,78.844,0.0900086,0.609859,0.943722,5.41831,0.754681,6.93771,21.0634,2.50313,2.928,0.34924,0.847625,-0.491848,0.922978,0.871995,0.501715,0.058469,1.45134,0.865207,5.39507,0.61698,7.1694,20.0822,2.57628,3.29359,0.67649,1.15938,-0.331026,0.854157,2.7632,0.769518,1
457.565,0.198855,0.0229237,0.14902,0.254902,23.8784,0.156068,0.00452882,0.14902,0.164706,45.9088,2301,0.48014,0.978732,0.762931,1,179.095,0.891499,57.9095,50.7978,-8.90703,0.056805,0.900233,0.838171,2.79424,0.682471,8.85268,10.2245,2.52012,3.12456,0.438847,0.962638,-0.342662,0.852088,0.129,0.142153,0.0441449,1.5524,0.720079,2.80524,0.57643,8.99608,9.53573,2.48753,3.34097,0.623564,1.14511,-0.227585,0.759936,0.420562,0.722962,1
743.165,0.201728,0.0254227,0.14902,0.258824,30.2667,0.156014,0.00425212,0.14902,0.164706,58.3457,3684,0.60743,0.985027,0.749695,1,228.794,0.876703,76.8958,61.084,78.7077,0.0424976,1.30049,0.786156,3.03757,0.611591,8.98754,10.8625,2.56764,3.35865,0.553828,1.08762,-0.265582,0.801587,0.277926,0.16882,0.0326112,2.63937,0.56852,3.06006,0.486297,9.11738,9.59465,2.5048,3.62037,0.973023,1.35825,-0.132764,0.63441,0.759999,0.45937,1
1265.64,0.465136,0.210431,0.145098,0.843137,25.9216,0.156154,0.0060797,0.145098,0.168627,32.7972,2721,0.402618,0.983731,0.768644,1,194.167,0.897693,61.5568,56.3471,43.1052,0.0461025,0.859504,0.919724,5.35345,0.684534,8.85085,20.5543,2.68245,3.22135,0.411906,0.940111,-0.448222,0.918952,0.659317,0.703057,0.0350706,2.0194,0.804459,5.18769,0.534032,9.13619,18.6335,2.6928,3.50304,0.780444,1.24807,-0.311595,0.851914,0.894816,1.32618,1
2683.06,0.507578,0.228647,0.141176,0.980392,37.6039,0.158,0.00574702,0.141176,0.176471,38.9093,5286,0.25847,0.966362,0.732539,1,280.25,0.839755,83.6924,80.8485,-52.2558,0.0604099,0.483061,0.946044,4.47537,0.781666,8.33081,17.4226,2.63342,2.9891,0.285569,0.760502,-0.531826,0.940914,0.759578,1.12399,0.0432208,1.03883,0.879631,4.28235,0.658282,8.54192,16.2164,2.66749,3.28972,0.487271,1.01897,-0.384756,0.889688,1.30309,0.854403,1
